head,relation,tail
N1174,죄명,보안법위반
N1174,주문,징역 6월(원판결중 피고에 관한부분 취소)
N1174,판결연도,year_1919
N1174,연루사건,e301
N1174,본적주소,addr_전라북도
보안법위반,URI,https://www.wikidata.org/wiki/Q134499074
전라북도,URI,https://www.wikidata.org/wiki/Q41157
N1174,나이,20세
N1174,죄명,출판법위반
N1174,주문,징역 6월(원판결중 피고에 관한부분 취소)
N1174,판결연도,year_1919
N1174,연루사건,e301
N1174,본적주소,addr_전라북도
출판법위반,URI,https://www.wikidata.org/wiki/Q134434680
전라북도,URI,https://www.wikidata.org/wiki/Q41157
N1175,나이,30세
N1175,죄명,보안법위반
N1175,주문,징역 6월(원판결중 피고에 관한부분 취소)
N1175,판결연도,year_1919
N1175,연루사건,e301
N1175,본적주소,addr_전라북도
보안법위반,URI,https://www.wikidata.org/wiki/Q134499074
전라북도,URI,https://www.wikidata.org/wiki/Q41157
N1175,나이,30세
N1175,죄명,출판법위반
N1175,주문,징역 6월(원판결중 피고에 관한부분 취소)
N1175,판결연도,year_1919
N1175,연루사건,e301
N1175,본적주소,addr_전라북도
출판법위반,URI,https://www.wikidata.org/wiki/Q134434680
전라북도,URI,https://www.wikidata.org/wiki/Q41157
N1176,나이,20세
N1176,죄명,보안법위반
N1176,주문,징역 1년
N1176,판결연도,year_1919
N1176,연루사건,e302
N1176,본적주소,addr_광주농업학교기숙사
보안법위반,URI,https://www.wikidata.org/wiki/Q134499074
광주농업학교기숙사,URI,❌ 없음
N1177,나이,24세
N1177,죄명,보안법위반
N1177,주문,징역 8월
N1177,판결연도,year_1919
N1177,연루사건,e302
N1177,본적주소,addr_전라남도
보안법위반,URI,https://www.wikidata.org/wiki/Q134499074
전라남도,URI,https://www.wikidata.org/wiki/Q41161
N1178,나이,42세
N1178,죄명,보안법위반
N1178,주문,징역 6월(원판결중 피고에 관한부분 취소)
N1178,판결연도,year_1919
N1178,연루사건,e301
N1178,본적주소,addr_전라북도
보안법위반,URI,https://www.wikidata.org/wiki/Q134499074
전라북도,URI,https://www.wikidata.org/wiki/Q41157
N1178,나이,42세
N1178,죄명,출판법위반
N1178,주문,징역 6월(원판결중 피고에 관한부분 취소)
N1178,판결연도,year_1919
N1178,연루사건,e301
N1178,본적주소,addr_전라북도
출판법위반,URI,https://www.wikidata.org/wiki/Q134434680
전라북도,URI,https://www.wikidata.org/wiki/Q41157
N1178,나이,42세
N1178,죄명,보안법위반
N1178,주문,징역 6월(원판결 취소)
N1178,판결연도,year_1919
N1178,연루사건,e309
N1178,본적주소,addr_전라북도
보안법위반,URI,https://www.wikidata.org/wiki/Q134499074
전라북도,URI,https://www.wikidata.org/wiki/Q41157
N1178,나이,42세
N1178,죄명,출판법위반
N1178,주문,징역 6월(원판결 취소)
N1178,판결연도,year_1919
N1178,연루사건,e309
N1178,본적주소,addr_전라북도
출판법위반,URI,https://www.wikidata.org/wiki/Q134434680
전라북도,URI,https://www.wikidata.org/wiki/Q41157
N1179,나이,24세
N1179,죄명,보안법위반
N1179,주문,징역 6월(원판결중 피고에 관한부분 취소)
N1179,판결연도,year_1919
N1179,연루사건,e301
N1179,본적주소,addr_전라북도
보안법위반,URI,https://www.wikidata.org/wiki/Q134499074
전라북도,URI,https://www.wikidata.org/wiki/Q41157
N1179,나이,24세
N1179,죄명,출판법위반
N1179,주문,징역 6월(원판결중 피고에 관한부분 취소)
N1179,판결연도,year_1919
N1179,연루사건,e301
N1179,본적주소,addr_전라북도
출판법위반,URI,https://www.wikidata.org/wiki/Q134434680
전라북도,URI,https://www.wikidata.org/wiki/Q41157
N1180,나이,21세
N1180,죄명,보안법위반
N1180,주문,징역 6월(원판결중 피고에 관한부분 취소)
N1180,판결연도,year_1919
N1180,연루사건,e301
N1180,본적주소,addr_전라북도
보안법위반,URI,https://www.wikidata.org/wiki/Q134499074
전라북도,URI,https://www.wikidata.org/wiki/Q41157
N1180,나이,21세
N1180,죄명,출판법위반
N1180,주문,징역 6월(원판결중 피고에 관한부분 취소)
N1180,판결연도,year_1919
N1180,연루사건,e301
N1180,본적주소,addr_전라북도
출판법위반,URI,https://www.wikidata.org/wiki/Q134434680
전라북도,URI,https://www.wikidata.org/wiki/Q41157
N1181,나이,16세
N1181,죄명,보안법위반
N1181,주문,징역 6월 집행유예 2년
N1181,판결연도,year_1919
N1181,연루사건,e302
N1181,본적주소,addr_전라남도
보안법위반,URI,https://www.wikidata.org/wiki/Q134499074
전라남도,URI,https://www.wikidata.org/wiki/Q41161
N1182,나이,41세
N1182,죄명,보안법위반
N1182,주문,징역 6월(원판결중 피고에 관한부분 취소)
N1182,판결연도,year_1919
N1182,연루사건,e301
N1182,본적주소,addr_전라북도
보안법위반,URI,https://www.wikidata.org/wiki/Q134499074
전라북도,URI,https://www.wikidata.org/wiki/Q41157
N1182,나이,41세
N1182,죄명,출판법위반
N1182,주문,징역 6월(원판결중 피고에 관한부분 취소)
N1182,판결연도,year_1919
N1182,연루사건,e301
N1182,본적주소,addr_전라북도
출판법위반,URI,https://www.wikidata.org/wiki/Q134434680
전라북도,URI,https://www.wikidata.org/wiki/Q41157
N1183,나이,19세
N1183,죄명,보안법위반
N1183,주문,징역 4월
N1183,판결연도,year_1919
N1183,연루사건,e302
N1183,본적주소,addr_전라남도
보안법위반,URI,https://www.wikidata.org/wiki/Q134499074
전라남도,URI,https://www.wikidata.org/wiki/Q41161
N1184,나이,16세
N1184,죄명,보안법위반
N1184,주문,징역 8월 집행유예 2년
N1184,판결연도,year_1919
N1184,연루사건,e302
N1184,본적주소,addr_전라남도
보안법위반,URI,https://www.wikidata.org/wiki/Q134499074
전라남도,URI,https://www.wikidata.org/wiki/Q41161
N1185,나이,44세
N1185,죄명,보안법위반
N1185,주문,태 90
N1185,판결연도,year_1919
N1185,연루사건,e308
N1185,본적주소,addr_전라북도
보안법위반,URI,https://www.wikidata.org/wiki/Q134499074
전라북도,URI,https://www.wikidata.org/wiki/Q41157
N1186,나이,24세
N1186,죄명,보안법위반
N1186,주문,징역 6월(원판결중 피고에 관한부분 취소)
N1186,판결연도,year_1919
N1186,연루사건,e301
N1186,본적주소,addr_전라북도
보안법위반,URI,https://www.wikidata.org/wiki/Q134499074
전라북도,URI,https://www.wikidata.org/wiki/Q41157
N1186,나이,24세
N1186,죄명,출판법위반
N1186,주문,징역 6월(원판결중 피고에 관한부분 취소)
N1186,판결연도,year_1919
N1186,연루사건,e301
N1186,본적주소,addr_전라북도
출판법위반,URI,https://www.wikidata.org/wiki/Q134434680
전라북도,URI,https://www.wikidata.org/wiki/Q41157
N0390,나이,40세
N0390,죄명,보안법위범
N0390,주문,징역 1년(원판결 취소)
N0390,판결연도,year_1919
N0390,연루사건,e315
N0390,본적주소,addr_전라북도
보안법위범,URI,https://www.wikidata.org/wiki/Q134499074
전라북도,URI,https://www.wikidata.org/wiki/Q41157
N1187,나이,18세(5월 9일생)
N1187,죄명,보안법위반
N1187,주문,징역 4월(원판결 취소)
N1187,판결연도,year_1919
N1187,연루사건,e316
N1187,본적주소,addr_함경남도
보안법위반,URI,https://www.wikidata.org/wiki/Q134499074
함경남도,URI,https://www.wikidata.org/wiki/Q109368
N1188,나이,31세(1월 8일생)
N1188,죄명,보안법위반
N1188,주문,징역 6월(원판결 취소)
N1188,판결연도,year_1919
N1188,연루사건,e316
N1188,본적주소,addr_함경남도
보안법위반,URI,https://www.wikidata.org/wiki/Q134499074
함경남도,URI,https://www.wikidata.org/wiki/Q109368
N1189,나이,22세
N1189,죄명,보안법위반
N1189,주문,징역 6월
N1189,판결연도,year_1919
N1189,연루사건,e302
N1189,본적주소,addr_전라남도
보안법위반,URI,https://www.wikidata.org/wiki/Q134499074
전라남도,URI,https://www.wikidata.org/wiki/Q41161
N1190,나이,20세
N1190,죄명,보안법위반
N1190,주문,징역 6월
N1190,판결연도,year_1919
N1190,연루사건,e302
N1190,본적주소,addr_전라남도
보안법위반,URI,https://www.wikidata.org/wiki/Q134499074
전라남도,URI,https://www.wikidata.org/wiki/Q41161
N1191,나이,24세
N1191,죄명,보안법위반
N1191,주문,징역 6월(원판결중 피고에 관한부분 취소)
N1191,판결연도,year_1919
N1191,연루사건,e301
N1191,본적주소,addr_전라북도
보안법위반,URI,https://www.wikidata.org/wiki/Q134499074
전라북도,URI,https://www.wikidata.org/wiki/Q41157
N1191,나이,24세
N1191,죄명,출판법위반
N1191,주문,징역 6월(원판결중 피고에 관한부분 취소)
N1191,판결연도,year_1919
N1191,연루사건,e301
N1191,본적주소,addr_전라북도
출판법위반,URI,https://www.wikidata.org/wiki/Q134434680
전라북도,URI,https://www.wikidata.org/wiki/Q41157
N1192,나이,36세
N1192,죄명,보안법위반
N1192,주문,징역 4월
N1192,판결연도,year_1919
N1192,연루사건,e302
N1192,본적주소,addr_전라남도
보안법위반,URI,https://www.wikidata.org/wiki/Q134499074
전라남도,URI,https://www.wikidata.org/wiki/Q41161
N1193,나이,26세
N1193,죄명,보안법위반
N1193,주문,태 90
N1193,판결연도,year_1919
N1193,연루사건,e308
N1193,본적주소,addr_전라북도
보안법위반,URI,https://www.wikidata.org/wiki/Q134499074
전라북도,URI,https://www.wikidata.org/wiki/Q41157
N1194,나이,29세
N1194,죄명,보안법위반
N1194,주문,징역 6월(원판결중 피고에 관한부분 취소)
N1194,판결연도,year_1919
N1194,연루사건,e301
N1194,본적주소,addr_전라북도
보안법위반,URI,https://www.wikidata.org/wiki/Q134499074
전라북도,URI,https://www.wikidata.org/wiki/Q41157
N1194,나이,29세
N1194,죄명,출판법위반
N1194,주문,징역 6월(원판결중 피고에 관한부분 취소)
N1194,판결연도,year_1919
N1194,연루사건,e301
N1194,본적주소,addr_전라북도
출판법위반,URI,https://www.wikidata.org/wiki/Q134434680
전라북도,URI,https://www.wikidata.org/wiki/Q41157
N1195,나이,43세
N1195,죄명,보안법위반
N1195,주문,징역 1년 6월(원판결중 피고에 관한부분 취소)
N1195,판결연도,year_1919
N1195,연루사건,e301
N1195,본적주소,addr_군산부
보안법위반,URI,https://www.wikidata.org/wiki/Q134499074
군산부,URI,https://www.wikidata.org/wiki/Q117433620
N1195,나이,43세
N1195,죄명,출판법위반
N1195,주문,징역 1년 6월(원판결중 피고에 관한부분 취소)
N1195,판결연도,year_1919
N1195,연루사건,e301
N1195,본적주소,addr_군산부
출판법위반,URI,https://www.wikidata.org/wiki/Q134434680
군산부,URI,https://www.wikidata.org/wiki/Q117433620
N1196,나이,20세
N1196,죄명,보안법위반
N1196,주문,징역 4월
N1196,판결연도,year_1919
N1196,연루사건,e302
N1196,본적주소,addr_전라남도
보안법위반,URI,https://www.wikidata.org/wiki/Q134499074
전라남도,URI,https://www.wikidata.org/wiki/Q41161
N1197,나이,17세
N1197,죄명,보안법위반
N1197,주문,징역 4월집행유예 2년
N1197,판결연도,year_1919
N1197,연루사건,e302
N1197,본적주소,addr_전라남도
보안법위반,URI,https://www.wikidata.org/wiki/Q134499074
전라남도,URI,https://www.wikidata.org/wiki/Q41161
N1198,나이,21세
N1198,죄명,보안법위반
N1198,주문,징역 6월
N1198,판결연도,year_1919
N1198,연루사건,e302
N1198,본적주소,addr_전라남도
보안법위반,URI,https://www.wikidata.org/wiki/Q134499074
전라남도,URI,https://www.wikidata.org/wiki/Q41161
N1199,나이,27세
N1199,죄명,보안법위반
N1199,주문,징역 1년
N1199,판결연도,year_1919
N1199,연루사건,e302
N1199,본적주소,addr_전라남도
보안법위반,URI,https://www.wikidata.org/wiki/Q134499074
전라남도,URI,https://www.wikidata.org/wiki/Q41161
N1200,나이,18세
N1200,죄명,보안법위반
N1200,주문,징역 6월(원판결중 피고에 관한부분 취소)
N1200,판결연도,year_1919
N1200,연루사건,e301
N1200,본적주소,addr_전라북도
보안법위반,URI,https://www.wikidata.org/wiki/Q134499074
전라북도,URI,https://www.wikidata.org/wiki/Q41157
N1200,나이,18세
N1200,죄명,출판법위반
N1200,주문,징역 6월(원판결중 피고에 관한부분 취소)
N1200,판결연도,year_1919
N1200,연루사건,e301
N1200,본적주소,addr_전라북도
출판법위반,URI,https://www.wikidata.org/wiki/Q134434680
전라북도,URI,https://www.wikidata.org/wiki/Q41157
N1201,나이,24세
N1201,죄명,보안법위반
N1201,주문,징역 1년
N1201,판결연도,year_1919
N1201,연루사건,e302
N1201,본적주소,addr_광주농업학교기숙사
보안법위반,URI,https://www.wikidata.org/wiki/Q134499074
광주농업학교기숙사,URI,❌ 없음
N1202,나이,31세
N1202,죄명,보안법위반
N1202,주문,징역 3년(원판결중 피고에 관한부분 취소)
N1202,판결연도,year_1919
N1202,연루사건,e301
N1202,본적주소,addr_전라북도
보안법위반,URI,https://www.wikidata.org/wiki/Q134499074
전라북도,URI,https://www.wikidata.org/wiki/Q41157
N1202,나이,31세
N1202,죄명,출판법위반
N1202,주문,징역 3년(원판결중 피고에 관한부분 취소)
N1202,판결연도,year_1919
N1202,연루사건,e301
N1202,본적주소,addr_전라북도
출판법위반,URI,https://www.wikidata.org/wiki/Q134434680
전라북도,URI,https://www.wikidata.org/wiki/Q41157
N1203,나이,45세(3월 17일생)
N1203,죄명,보안법위반
N1203,주문,징역 10월(원판결중 피고에 관한부분 취소)
N1203,판결연도,year_1919
N1203,연루사건,e303
N1203,본적주소,addr_강원도
보안법위반,URI,https://www.wikidata.org/wiki/Q134499074
강원도,URI,https://www.wikidata.org/wiki/Q41416
N1204,나이,22세
N1204,죄명,보안법위반
N1204,주문,징역 6월
N1204,판결연도,year_1919
N1204,연루사건,e302
N1204,본적주소,addr_전라남도
보안법위반,URI,https://www.wikidata.org/wiki/Q134499074
전라남도,URI,https://www.wikidata.org/wiki/Q41161
N1205,나이,17세
N1205,죄명,보안법위반
N1205,주문,징역 4월 집행유예 2년
N1205,판결연도,year_1919
N1205,연루사건,e302
N1205,본적주소,addr_전라남도
보안법위반,URI,https://www.wikidata.org/wiki/Q134499074
전라남도,URI,https://www.wikidata.org/wiki/Q41161
N1206,나이,18세(6월 7일생)
N1206,죄명,보안법위반
N1206,주문,징역 4월(원판결 취소)
N1206,판결연도,year_1919
N1206,연루사건,e316
N1206,본적주소,addr_함경남도
보안법위반,URI,https://www.wikidata.org/wiki/Q134499074
함경남도,URI,https://www.wikidata.org/wiki/Q109368
N1207,나이,24세
N1207,죄명,보안법위반
N1207,주문,징역 4월
N1207,판결연도,year_1919
N1207,연루사건,e302
N1207,본적주소,addr_전라남도
보안법위반,URI,https://www.wikidata.org/wiki/Q134499074
전라남도,URI,https://www.wikidata.org/wiki/Q41161
N1208,나이,29세
N1208,죄명,보안법위반
N1208,주문,징역 6월(원판결중 피고에 관한부분 취소)
N1208,판결연도,year_1919
N1208,연루사건,e301
N1208,본적주소,addr_전라북도
보안법위반,URI,https://www.wikidata.org/wiki/Q134499074
전라북도,URI,https://www.wikidata.org/wiki/Q41157
N1208,나이,29세
N1208,죄명,출판법위반
N1208,주문,징역 6월(원판결중 피고에 관한부분 취소)
N1208,판결연도,year_1919
N1208,연루사건,e301
N1208,본적주소,addr_전라북도
출판법위반,URI,https://www.wikidata.org/wiki/Q134434680
전라북도,URI,https://www.wikidata.org/wiki/Q41157
N1209,나이,34세
N1209,죄명,보안법위반
N1209,주문,징역 1년
N1209,판결연도,year_1919
N1209,연루사건,e310
N1209,본적주소,addr_충청남도
보안법위반,URI,https://www.wikidata.org/wiki/Q134499074
충청남도,URI,https://www.wikidata.org/wiki/Q41070
N1210,나이,51세
N1210,죄명,보안법위반
N1210,주문,징역 4월 집행유예 2년
N1210,판결연도,year_1919
N1210,연루사건,e302
N1210,본적주소,addr_전라남도
보안법위반,URI,https://www.wikidata.org/wiki/Q134499074
전라남도,URI,https://www.wikidata.org/wiki/Q41161
N1211,나이,25세(6월 26일생)
N1211,죄명,보안법위반
N1211,주문,징역 6월(원판결 취소)
N1211,판결연도,year_1919
N1211,연루사건,e316
N1211,본적주소,addr_함경남도
보안법위반,URI,https://www.wikidata.org/wiki/Q134499074
함경남도,URI,https://www.wikidata.org/wiki/Q109368
N1212,나이,24세
N1212,죄명,보안법위반
N1212,주문,징역 6월(원판결중 피고에 관한부분 취소)
N1212,판결연도,year_1919
N1212,연루사건,e301
